,Date,Position,artist,song,woc
27,03/28/1982,28,ELVIS PRESLEY,ARE YOU LONESOME TONIGHT? {1982},4
28,03/28/1982,29,MADNESS,CARDIAC ARREST,7
29,03/28/1982,30,THE BOOMTOWN RATS,HOUSE ON FIRE,3
30,03/28/1982,31,ELTON JOHN,BLUE EYES,2
31,03/28/1982,32,IRON MAIDEN,RUN TO THE HILLS,7
32,03/28/1982,33,MOTORHEAD,IRON FIST,1
33,03/28/1982,34,BARBRA STREISAND,MEMORY,3
34,03/28/1982,35,SHALAMAR,I CAN MAKE YOU FEEL GOOD,2
35,03/28/1982,36,STARSOUND,STARS ON 45 III (A TRIBUTE TO STEVIE WONDER),6
36,03/28/1982,37,SHAKATAK,NIGHT BIRDS,1
37,03/28/1982,38,KOOL AND THE GANG,TAKE MY HEART (YOU CAN HAVE IT IF YOU WANT IT),5
38,03/28/1982,39,ROBERT PALMER,SOME GUYS HAVE ALL THE LUCK,8
39,03/28/1982,40,THE J GEILS BAND,CENTERFOLD,8
40,03/28/1982,41,BILL WYMAN,A NEW FASHION,3
41,03/28/1982,42,RAINBOW,STONE COLD,1
42,03/28/1982,43,MIKE OLDFIELD,FIVE MILES OUT,3
43,03/28/1982,44,KILLING JOKE,EMPIRE SONG,3
44,03/28/1982,45,MOBILES,AMOUR AMOUR,2
45,03/28/1982,46,DAVID BOWIE,BAAL'S HYMN (EP),5
46,03/28/1982,47,TYGERS OF PAN TANG,LOVE POTION NUMBER 9,2
47,03/28/1982,48,A FLOCK OF SEAGULLS,I RAN,2
48,03/28/1982,49,VICKY D,THE BEAT IS MINE,4
49,03/28/1982,50,PIGBAG,PAPA'S GOT A BRAND NEW PIGBAG,1
50,03/28/1982,51,SLADE,RUBY RED,2
51,03/28/1982,52,ABBA,HEAD OVER HEELS,7
52,03/28/1982,53,U2,A CELEBRATION,1
53,03/28/1982,54,THE JAM,TOWN CALLED MALICE/PRECIOUS,8
54,03/28/1982,55,ANTI-NOWHERE LEAGUE,I HATE…PEOPLE,3
55,03/28/1982,56,GRAHAM PARKER AND THE RUMOUR,TEMPORARY BEAUTY,3
56,03/28/1982,57,MONSOON,EVER SO LONELY,1
57,03/28/1982,58,GIRLSCHOOL,DON'T CALL IT LOVE,1
58,03/28/1982,59,ADAM &amp; THE ANTS,DEUTSCHER GIRLS,6
59,03/28/1982,60,XTC,BALL AND CHAIN,2
60,03/28/1982,61,ADAM &amp; THE ANTS,ANTMUSIC (EP),4
61,03/28/1982,62,THE JETS,LOVE MAKES THE WORLD GO ROUND,9
62,03/28/1982,63,DEXY'S MIDNIGHT RUNNERS,CELTIC SOUL BROTHERS,3
63,03/28/1982,64,XAVIER,WORK THAT SUCKER TO DEATH,3
64,03/28/1982,65,CHRIS REA,LOVING YOU,2
65,03/28/1982,66,BLUE RONDO A LA TURK,KLACTOVEESEDSTEIN,4
66,03/28/1982,67,GENESIS,MAN ON THE CORNER,4
67,03/28/1982,68,B-MOVIE,NOWHERE GIRL,2
68,03/28/1982,69,T REX,TELEGRAM SAM,14
69,03/28/1982,70,SOFT CELL,SAY HELLO WAVE GOODBYE,9
70,03/28/1982,71,FASHION,STREET PLAYER,1
71,03/28/1982,72,THE SCORPIONS,NO ONE LIKE YOU,1
72,03/28/1982,73,THE FUREYS,I WILL LOVE YOU,1
73,03/28/1982,74,PHD,I WON'T LET YOU DOWN,1
74,03/28/1982,75,SMOKEY ROBINSON,TELL ME TOMORROW,4
0,03/28/1981,1,SHAKIN' STEVENS,THIS OLE HOUSE,5
1,03/28/1981,2,KIM WILDE,KIDS IN AMERICA,6
2,03/28/1981,3,ROXY MUSIC,JEALOUS GUY,6
3,03/28/1981,4,TOYAH,FOUR FROM TOYAH (EP),7
4,03/28/1981,5,ADAM &amp; THE ANTS,KINGS OF THE WILD FRONTIER,11
5,03/28/1981,6,STEVIE WONDER,LATELY,4
6,03/28/1981,7,COAST TO COAST,(DO) THE HUCKLEBUCK,9
7,03/28/1981,8,THE TEARDROP EXPLODES,REWARD,9
8,03/28/1981,9,THE WHO,YOU BETTER YOU BET,4
9,03/28/1981,10,TONY CAPSTICK AND THE CARLTON MAIN FRICKLEY COLLIERY BAND,CAPSTICK COMES HOME/THE SHEFFIELD GRINDER,2
10,03/28/1981,11,LANDSCAPE,EINSTEIN A GO-GO,5
11,03/28/1981,12,DURAN DURAN,PLANET EARTH,6
12,03/28/1981,13,LINX,INTUITION,4
13,03/28/1981,14,VISAGE,MIND OF A TOY,3
14,03/28/1981,15,KIKI DEE,STAR,6
15,03/28/1981,16,ULTRAVOX,VIENNA,11
16,03/28/1981,17,PHIL COLLINS,I MISSED AGAIN,4
17,03/28/1981,18,KOOL AND THE GANG,JONES VS JONES/SUMMER MADNESS,6
18,03/28/1981,19,DAVE STEWART WITH COLIN BLUNSTONE,WHAT BECOMES OF THE BROKEN HEARTED,3
19,03/28/1981,20,THE WHISPERS,IT'S A LOVE THING,3
20,03/28/1981,21,FREEEZ,SOUTHERN FREEEZ,8
21,03/28/1981,22,STATUS QUO,SOMETHING 'BOUT YOU BABY I LIKE,5
22,03/28/1981,23,HAZEL O'CONNOR,D-DAYS,2
23,03/28/1981,24,BUCKS FIZZ,MAKING YOUR MIND UP,1
24,03/28/1981,25,JOE DOLCE MUSIC THEATRE,SHADDUP YOU FACE,8
25,03/28/1981,26,THE JACKSONS,CAN YOU FEEL IT,5
26,03/28/1981,27,TALKING HEADS,ONCE IN A LIFETIME,8
27,03/28/1981,28,KELLY MARIE,HOT LOVE,8
28,03/28/1981,29,THE NOLANS,ATTENTION TO ME,3
29,03/28/1981,30,BEGGAR AND CO,(SOMEBODY) HELP ME OUT,8
30,03/28/1981,31,SHARON REDD,CAN YOU HANDLE IT,5
31,03/28/1981,32,IRON MAIDEN,TWILIGHT ZONE/WRATHCHILD,3
32,03/28/1981,33,MOTORHEAD/GIRLSCHOOL,ST VALENTINE'S DAY MASSACRE (EP),6
33,03/28/1981,34,HEATWAVE,JITTERBUGGIN',2
34,03/28/1981,35,ULTRAVOX,SLOW MOTION,1
35,03/28/1981,36,POLECATS,JOHN I'M ONLY DANCING/BIG GREEN CAR,4
36,03/28/1981,37,GILLAN,NEW ORLEANS,2
37,03/28/1981,38,RAINBOW,I SURRENDER,9
38,03/28/1981,39,NEW ORDER,CEREMONY,3
39,03/28/1981,40,ELTON JOHN BAND FEATURING JOHN LENNON AND THE MUSCLE SHOALS HORNS,I SAW HER STANDING THERE FT JOHN LENNON AND THE MUSCLE SHOALS HORNS,2
40,03/28/1981,41,MADNESS,THE RETURN OF THE LOS PALMAS SEVEN,10
41,03/28/1981,42,DAVID BOWIE,UP THE HILL BACKWARDS,1
42,03/28/1981,43,GRAHAM BONNET,NIGHT GAMES,2
43,03/28/1981,44,THE STRAY CATS,ROCK THIS TOWN,8
44,03/28/1981,45,HEAVEN 17,(WE DON'T NEED THIS) FASCIST GROOVE THANG,2
45,03/28/1981,46,FRED WEDLOCK,THE OLDEST SWINGER IN TOWN,9
46,03/28/1981,47,ADAM &amp; THE ANTS,ANTMUSIC,17
47,03/28/1981,48,JOHN LENNON,WOMAN,10
48,03/28/1981,49,CLASSIX NOUVEAUX,GUILTY,5
49,03/28/1981,50,KLEEER,GET TOUGH,3
50,03/28/1981,51,KRANKIES,FAN' DABI' DOZI,5
51,03/28/1981,52,RUSH,VITAL SIGNS/A PASSAGE TO BANGKOK,1
52,03/28/1981,53,LENE LOVICH,NEW TOY,3
53,03/28/1981,54,BAD MANNERS,JUST A FEELING,1
54,03/28/1981,55,SISTER SLEDGE,ALL AMERICAN GIRLS,5
55,03/28/1981,56,PHIL LYNOTT,YELLOW PEARL,2
56,03/28/1981,57,SUGAR MINOTT,GOOD THING GOING (WE'VE GOT A GOOD THING GOING),1
57,03/28/1981,58,DEXY'S MIDNIGHT RUNNERS,PLAN B,2
58,03/28/1981,59,HARRY THUMANN,UNDERWATER,6
59,03/28/1981,60,SHALAMAR,MAKE THAT MOVE,1
60,03/28/1981,61,SHAKATAK,LIVING IN THE UK,4
61,03/28/1981,62,BOW WOW WOW,"W.O.R.K. (N.O, NAH NO! NO! MY DADDY DON'T)",1
62,03/28/1981,63,LIGHT OF THE WORLD,I'M SO HAPPY/TIME,1
63,03/28/1981,64,YOKO ONO,WALKING ON THIN ICE,5
64,03/28/1981,65,STIFF LITTLE FINGERS,JUST FADE AWAY,1
65,03/28/1981,66,LIQUID GOLD,DON'T PANIC,1
66,03/28/1981,67,EDDIE RABBITT,I LOVE A RAINY NIGHT,5
67,03/28/1981,68,DIANA ROSS,ONE MORE CHANCE,1
68,03/28/1981,69,DIRE STRAITS,ROMEO AND JULIET,11
69,03/28/1981,70,DAVE EDMUNDS,ALMOST SATURDAY NIGHT,1
70,03/28/1981,71,SLADE,WE'LL BRING THE HOUSE DOWN,9
71,03/28/1981,72,VISAGE,FADE TO GREY,15
72,03/28/1981,73,ALTERED IMAGES,DEAD POP STARS,1
73,03/28/1981,74,THE PRETENDERS,MESSAGE OF LOVE,7
74,03/28/1981,75,CHILDREN OF TANSLEY SCHOOL,MY MUM IS ONE IN A MILLION,1
0,03/28/1980,1,THE JAM,GOING UNDERGROUND/DREAMS OF CHILDREN,2
1,03/28/1980,2,FERN KINNEY,TOGETHER WE ARE BEAUTIFUL,7
2,03/28/1980,3,THE VAPORS,TURNING JAPANESE,8
3,03/28/1980,4,LIQUID GOLD,DANCE YOURSELF DIZZY,6
4,03/28/1980,5,DETROIT SPINNERS,WORKING MY WAY BACK TO YOU/FORGIVE ME GIRL,6
5,03/28/1980,6,MARTI WEBB,TAKE THAT LOOK OFF YOUR FACE,8
6,03/28/1980,7,RAINBOW,ALL NIGHT LONG,7
7,03/28/1980,8,THE CAPTAIN AND TENNILLE,DO THAT TO ME ONE MORE TIME,7
8,03/28/1980,9,PETER GABRIEL,GAMES WITHOUT FRONTIERS,8
9,03/28/1980,10,MARTHA AND THE MUFFINS,ECHO BEACH,5
10,03/28/1980,11,THE BROTHERS JOHNSON,STOMP,6
11,03/28/1980,12,LAMBRETTAS,POISON IVY,5
12,03/28/1980,13,RUSH,SPIRIT OF RADIO,3
13,03/28/1980,14,GIBSON BROTHERS,CUBA/BETTER DO IT SALSA {1980},6
14,03/28/1980,15,THE BEAT,HANDS OFF - SHE'S MINE,6
15,03/28/1980,16,THE POLICE,SO LONELY,7
16,03/28/1980,17,SQUEEZE,ANOTHER NAIL IN MY HEART,5
17,03/28/1980,18,BLONDIE,ATOMIC,6
18,03/28/1980,19,BARBARA DICKSON,JANUARY FEBRUARY,3
19,03/28/1980,20,UB40,KING/FOOD FOR THOUGHT,4
20,03/28/1980,21,SIOUXSIE AND THE BANSHEES,HAPPY HOUSE,3
21,03/28/1980,22,STIFF LITTLE FINGERS,AT THE EDGE,7
22,03/28/1980,23,GENESIS,TURN IT ON AGAIN,3
23,03/28/1980,24,BODYSNATCHERS,LET'S DO ROCK STEADY,3
24,03/28/1980,25,JUDAS PRIEST,LIVING AFTER MIDNIGHT,1
25,03/28/1980,26,SHAKIN' STEVENS,HOT DOG,7
26,03/28/1980,27,SECRET AFFAIR,MY WORLD,4
27,03/28/1980,28,B.A. ROBERTSON,KOOL IN THE KAFTAN,5
28,03/28/1980,29,THE DOOLEYS,LOVE PATROL,4
29,03/28/1980,30,LEON HAYWOOD,DON'T PUSH IT DON'T FORCE IT,3
30,03/28/1980,31,SAD CAFE,MY OH MY,3
31,03/28/1980,32,JOHN FOXX,NO-ONE DRIVING,1
32,03/28/1980,33,THE WHISPERS,AND THE BEAT GOES ON,9
33,03/28/1980,34,BAD MANNERS,NE-NE NA-NA NA-NA NU-NU,5
34,03/28/1980,35,THE MONKEES,THE MONKEES EP,3
35,03/28/1980,36,THE STRANGLERS,BEAR CAGE,2
36,03/28/1980,37,NARADA MICHAEL WALDEN,TONIGHT I'M ALRIGHT,6
37,03/28/1980,38,DR. HOOK,SEXY EYES,1
38,03/28/1980,39,KENNY ROGERS,COWARD OF THE COUNTY,10
39,03/28/1980,40,DEXY'S MIDNIGHT RUNNERS,GENO,2
40,03/28/1980,41,SAXON,WHEELS OF STEEL,2
41,03/28/1980,42,APRIL WINE,I LIKE TO ROCK,3
42,03/28/1980,43,RUPERT HOLMES,HIM,2
43,03/28/1980,44,DAVID BOWIE,ALABAMA SONG,5
44,03/28/1980,45,M,THAT'S THE WAY THE MONEY GOES,3
45,03/28/1980,46,CLIFF RICHARD,CARRIE,9
46,03/28/1980,47,JON PERTWEE,WORZEL'S SONG,5
47,03/28/1980,48,MICHAEL JACKSON,ROCK WITH YOU,8
48,03/28/1980,49,ROSE ROYCE,OOH BOY,4
49,03/28/1980,50,TONY RALLO,HOLDIN' ON/BURNIN' ALIVE,6
50,03/28/1980,51,SELECTER,MISSING WORDS,1
51,03/28/1980,52,BETTE BRIGHT,HELLO I AM YOUR HEART,4
52,03/28/1980,53,THE SHADOWS,RIDERS IN THE SKY,10
53,03/28/1980,54,UK SUBS,WARHEAD,4
54,03/28/1980,55,ELVIS COSTELLO,I CAN'T STAND UP FOR FALLING DOWN,7
55,03/28/1980,56,MAGNUM,MAGNUM LIVE EP,2
56,03/28/1980,57,SANTANA,ALL I EVER WANTED,2
57,03/28/1980,58,KANDIDATE,LET ME ROCK YOU,2
58,03/28/1980,59,TRUSSEL,LOVE INJECTION,4
59,03/28/1980,60,DAN FOGELBERG,LONGER,3
60,03/28/1980,61,GERRY RAFFERTY,BRING IT ALL HOME,2
61,03/28/1980,62,TOURISTS,SO GOOD TO BE BACK HOME AGAIN,8
62,03/28/1980,63,LENE LOVICH,WHAT WILL I DO WITHOUT YOU,1
63,03/28/1980,64,CAPTAIN BEAKY,CAPTAIN BEAKY/WILFRED THE WEASEL,10
64,03/28/1980,65,ANGELIC UPSTARTS,WE GOTTA GET OUT OF THIS PLACE,2
65,03/28/1980,66,BILLY PRESTON AND SYREETA,IT WILL COME IN TIME,4
66,03/28/1980,67,HARRY J ALL-STARS AND THE PIONEERS,LIQUIDATOR/LONG SHOT KICK DE BUCKET,1
67,03/28/1980,68,BOBBY THURSTON,CHECK OUT THE GROOVE,1
68,03/28/1980,69,AC/DC,TOUCH TOO MUCH,9
69,03/28/1980,70,GODIEGO,GANDHARA (THEME FROM MONKEY),7
70,03/28/1980,71,THE SPECIALS,TOO MUCH TOO YOUNG (THE SPECIAL AKA LIVE! EP),10
71,03/28/1980,72,THE NOLANS,I'M IN THE MOOD FOR DANCING,15
72,03/28/1980,73,DAVE EDMUNDS,SINGING THE BLUES,8
73,03/28/1980,74,KEITH MICHELL/CAPTAIN BEAKY,THE TRIAL OF HISSING SID,1
74,03/28/1980,75,STEVIE WONDER,OUTSIDE MY WINDOW,1
0,03/28/1979,1,GLORIA GAYNOR,I WILL SURVIVE,9
1,03/28/1979,2,THE VILLAGE PEOPLE,IN THE NAVY,3
2,03/28/1979,3,THE SEX PISTOLS,SOMETHING ELSE/FRIGGIN' IN THE RIGGIN',5
3,03/28/1979,4,ELVIS COSTELLO AND THE ATTRACTIONS,OLIVER'S ARMY,8
4,03/28/1979,5,LENE LOVICH,LUCKY NUMBER,7
5,03/28/1979,6,CHIC,I WANT YOUR LOVE,6
6,03/28/1979,7,REAL THING,CAN YOU FEEL THE FORCE?,7
7,03/28/1979,8,PLAYERS ASSOCIATION,TURN THE MUSIC UP,4
8,03/28/1979,9,QUEEN,DON'T STOP ME NOW,8
9,03/28/1979,10,GARY'S GANG,KEEP ON DANCING,6
10,03/28/1979,11,THE BEE GEES,TRAGEDY,7
11,03/28/1979,12,THIN LIZZY,WAITING FOR AN ALIBI,5
12,03/28/1979,13,SKIDS,INTO THE VALLEY,7
13,03/28/1979,14,DENNIS BROWN,MONEY IN MY POCKET,5
14,03/28/1979,15,TOTO,HOLD THE LINE,8
15,03/28/1979,16,SQUEEZE,COOL FOR CATS,2
16,03/28/1979,17,THE CARS,JUST WHAT I NEEDED,7
17,03/28/1979,18,DIRE STRAITS,SULTANS OF SWING,4
18,03/28/1979,19,ART GARFUNKEL,BRIGHT EYES,5
19,03/28/1979,20,VIOLINSKI,CLOG DANCE,7
20,03/28/1979,21,HERBIE HANCOCK,YOU BET YOUR LOVE,9
21,03/28/1979,22,BONEY M,PAINTER MAN,5
22,03/28/1979,23,KATE BUSH,WOW,3
23,03/28/1979,24,THE JAM,STRANGE TOWN,3
24,03/28/1979,25,SISTER SLEDGE,HE'S THE GREATEST DANCER,3
25,03/28/1979,26,THE JACKSONS,SHAKE YOUR BODY (DOWN TO THE GROUND),2
26,03/28/1979,27,THE CLASH,ENGLISH CIVIL WAR,5
27,03/28/1979,28,NEIL DIAMOND,FOREVER IN BLUE JEANS,5
28,03/28/1979,29,SHAM 69,QUESTIONS AND ANSWERS,2
29,03/28/1979,30,THE THREE DEGREES,THE RUNNER,2
30,03/28/1979,31,EDWIN STARR,CONTACT,10
31,03/28/1979,32,GENE CHANDLER,GET DOWN,9
32,03/28/1979,33,SIOUXSIE AND THE BANSHEES,THE STAIRCASE (MYSTERY),1
33,03/28/1979,34,RACEY,SOME GIRLS,1
34,03/28/1979,35,BUZZCOCKS,EVERYBODY'S HAPPY NOWADAYS,4
35,03/28/1979,36,DAVID ESSEX,IMPERIAL WIZARD,5
36,03/28/1979,37,THE DOOBIE BROTHERS,WHAT A FOOL BELIEVES,7
37,03/28/1979,38,BLONDIE,HEART OF GLASS,10
38,03/28/1979,39,THE POINTER SISTERS,FIRE,3
39,03/28/1979,40,VOYAGE,LET'S FLY AWAY,2
40,03/28/1979,41,GIBSON BROTHERS,CUBA,4
41,03/28/1979,42,ROCKY SHARPE AND THE REPLAYS,IMAGINATION,2
42,03/28/1979,43,INNER CIRCLE,EVERYTHING IS GREAT,6
43,03/28/1979,44,THE PRETENDERS,STOP YOUR SOBBING,8
44,03/28/1979,45,KANDIDATE,I DON'T WANNA LOSE YOU,3
45,03/28/1979,46,THE DOOLEYS,HONEY I'M LOST,8
46,03/28/1979,47,GQ,DISCO NIGHTS (ROCK FREAK),4
47,03/28/1979,48,GIORGIO MORODER,CHASE,3
48,03/28/1979,49,DARTS,GET IT,8
49,03/28/1979,50,MOTORHEAD,OVERKILL,4
50,03/28/1979,51,KLEEER,KEEP YOUR BODY WORKING,3
51,03/28/1979,52,ABBA,CHIQUITITA,9
52,03/28/1979,53,DONNA SUMMER,HEAVEN KNOWS,7
53,03/28/1979,54,SUPERTRAMP,THE LOGICAL SONG,1
54,03/28/1979,55,LATE SHOW,BRISTOL STOMP,5
55,03/28/1979,56,MEMBERS,THE SOUND OF THE SUBURBS,9
56,03/28/1979,57,ROXY MUSIC,TRASH,5
57,03/28/1979,58,F.L.B.,BOOGIE TOWN,4
58,03/28/1979,59,MANFRED MANN'S EARTH BAND,YOU ANGEL YOU,3
59,03/28/1979,60,GONZALEZ,HAVEN'T STOPPED DANCING YET,1
60,03/28/1979,61,SYLVESTER,I (WHO HAVE NOTHING),1
61,03/28/1979,62,DUFFO,GIVE ME BACK ME BRAIN,2
62,03/28/1979,63,BARRY WHITE,SHA LA LA MEANS I LOVE YOU,2
63,03/28/1979,64,BLACK LACE,MARY ANN,1
64,03/28/1979,65,GEORGE HARRISON,BLOW AWAY,4
65,03/28/1979,66,UFO,SHOOT SHOOT,1
66,03/28/1979,67,LEYTON BUZZARDS,SATURDAY NIGHT BENEATH THE PLASTIC PALM TREES,5
67,03/28/1979,68,BELL AND JAMES,LIVIN' IT UP (FRIDAY NIGHT),1
68,03/28/1979,69,DANA,SOMETHING'S COOKIN' IN THE KITCHEN,1
69,03/28/1979,70,SHOWADDYWADDY,REMEMBER THEN,1
70,03/28/1979,71,GEORGE BENSON,LOVE BALLAD,1
71,03/28/1979,72,ARPEGGIO,LOVE AND DESIRE,1
72,03/28/1979,73,CLIFF RICHARD,GREEN LIGHT,1
73,03/28/1979,74,DEN HEGARTY,VOODOO VOODOO,1
74,03/28/1979,75,THE BEACH BOYS,HERE COMES THE NIGHT,1
0,03/28/1978,1,KATE BUSH,WUTHERING HEIGHTS,8
1,03/28/1978,2,BLONDIE,DENIS,7
2,03/28/1978,3,GERRY RAFFERTY,BAKER STREET,7
3,03/28/1978,4,BRIAN AND MICHAEL,MATCHSTALK MEN AND MATCHSTALK CATS AND DOGS,6
4,03/28/1978,5,ERUPTION,I CAN'T STAND THE RAIN,7
5,03/28/1978,6,ANDY CAMERON,ALLY'S TARTAN ARMY,5
6,03/28/1978,7,NICK LOWE,I LOVE THE SOUND OF BREAKING GLASS,4
7,03/28/1978,8,DARTS,COME BACK MY LOVE,10
8,03/28/1978,9,BOB MARLEY &amp; THE WAILERS,IS THIS LOVE,6
9,03/28/1978,10,SUZI QUATRO,IF YOU CAN'T GIVE ME LOVE,3
10,03/28/1978,11,SAMANTHA SANG,EMOTIONS,9
11,03/28/1978,12,ROSE ROYCE,WISHING ON A STAR,12
12,03/28/1978,13,HOT CHOCOLATE,EVERY 1'S A WINNER,5
13,03/28/1978,14,SHOWADDYWADDY,I WONDER WHY,2
14,03/28/1978,15,ABBA,TAKE A CHANCE ON ME,9
15,03/28/1978,16,EARTH WIND AND FIRE,FANTASY,8
16,03/28/1978,17,ELVIS COSTELLO AND THE ATTRACTIONS,(I DON'T WANNA GO TO) CHELSEA,4
17,03/28/1978,18,GENESIS,FOLLOW YOU FOLLOW ME,4
18,03/28/1978,19,THE BEE GEES,STAYIN' ALIVE,9
19,03/28/1978,20,THE MANHATTAN TRANSFER,WALK IN LOVE,6
20,03/28/1978,21,REAL THING,WHENEVER YOU WANT MY LOVE,5
21,03/28/1978,22,DONNA SUMMER,RUMOUR HAS IT,6
22,03/28/1978,23,ELECTRIC LIGHT ORCHESTRA,MR. BLUE SKY,10
23,03/28/1978,24,ELKIE BROOKS,LILAC WINE,6
24,03/28/1978,25,ANDREW GOLD,NEVER LET HER SLIP AWAY,2
25,03/28/1978,26,DAN HILL,SOMETIMES WHEN WE TOUCH,6
26,03/28/1978,27,JOHNNY MATHIS AND DENIECE WILLIAMS,"TOO MUCH, TOO LITTLE, TOO LATE",2
27,03/28/1978,28,TINA CHARLES,I'LL GO WHERE YOUR MUSIC TAKES ME,4
28,03/28/1978,29,TAVARES,THE GHOST OF LOVE,3
29,03/28/1978,30,DR HOOK,MORE LIKE THE MOVIES,2
30,03/28/1978,31,YELLOW DOG,JUST ONE MORE NIGHT,9
31,03/28/1978,32,SHEILA AND B DEVOTION,SINGIN' IN THE RAIN,4
32,03/28/1978,33,FREE,THE FREE EP,7
33,03/28/1978,34,BILLY JOEL,JUST THE WAY YOU ARE,8
34,03/28/1978,35,THE VIBRATORS,AUTOMATIC LOVER,3
35,03/28/1978,36,PLAYER,BABY COME BACK,6
36,03/28/1978,37,NOTTINGHAM FOREST AND PAPER LACE,WE'VE GOT THE WHOLE WORLD,5
37,03/28/1978,38,CHIC,EVERYBODY DANCE,1
38,03/28/1978,39,THE STRANGLERS,FIVE MINUTES,9
39,03/28/1978,40,THE JAM,NEWS OF THE WORLD,4
40,03/28/1978,41,ANDREA TRUE CONNECTION,"WHAT'S YOUR NAME, WHAT'S YOUR NUMBER",5
41,03/28/1978,42,WINGS,WITH A LITTLE LUCK,1
42,03/28/1978,43,THE MICHAEL ZAGER BAND,LET'S ALL CHANT,1
43,03/28/1978,44,GENE FARROW,MOVE YOUR BODY,1
44,03/28/1978,45,DAVID ESSEX,STAY WITH ME BABY,4
45,03/28/1978,46,THE SWEET,LOVE IS LIKE OXYGEN,10
46,03/28/1978,47,STEEL PULSE,KU KLUX KLAN,1
47,03/28/1978,48,SIDNEY DEVINE,SCOTLAND FOREVER,1
48,03/28/1978,49,RICHARD MYHILL,IT TAKES TWO TO TANGO,1
49,03/28/1978,50,BROTHERHOOD OF MAN,FIGARO,12
0,03/28/1977,1,ABBA,"KNOWING ME, KNOWING YOU",6
1,03/28/1977,2,DAVID SOUL,GOING IN WITH MY EYES OPEN,2
2,03/28/1977,3,THE MANHATTAN TRANSFER,CHANSON D'AMOUR,9
3,03/28/1977,4,SHOWADDYWADDY,WHEN,5
4,03/28/1977,5,DAVID BOWIE,SOUND AND VISION,7
5,03/28/1977,6,ELVIS PRESLEY,MOODY BLUE,5
6,03/28/1977,7,BONEY M,SUNNY,4
7,03/28/1977,8,BERNI FLINT,I DON'T WANT TO PUT A HOLD ON YOU,3
8,03/28/1977,9,MARY MACGREGOR,TORN BETWEEN TWO LOVERS,7
9,03/28/1977,10,HEATWAVE,BOOGIE NIGHTS,11
10,03/28/1977,11,BROTHERHOOD OF MAN,OH BOY,6
11,03/28/1977,12,MAXINE NIGHTINGALE,LOVE HIT ME,4
12,03/28/1977,13,BILLY OCEAN,RED LIGHT SPELLS DANGER,3
13,03/28/1977,14,ELECTRIC LIGHT ORCHESTRA,ROCKARIA,7
14,03/28/1977,15,MR. BIG,ROMEO,8
15,03/28/1977,16,CLIFF RICHARD,MY KINDA LIFE,5
16,03/28/1977,17,RUBETTES,BABY I KNOW,8
17,03/28/1977,18,SMOKIE,LAY BACK IN THE ARMS OF SOMEONE,3
18,03/28/1977,19,BARBARA DICKSON,ANOTHER SUITCASE IN ANOTHER HALL,6
19,03/28/1977,20,EARTH WIND AND FIRE,SATURDAY NITE,8
20,03/28/1977,21,REAL THING,YOU'LL NEVER KNOW WHAT YOU'RE MISSING,8
21,03/28/1977,22,LEO SAYER,WHEN I NEED YOU,10
22,03/28/1977,23,MARILYN MCCOO AND BILLY DAVIS,YOU DON'T HAVE TO BE A STAR,3
23,03/28/1977,24,BRENDON,GIMME SOME,3
24,03/28/1977,25,GRAHAM PARKER AND THE RUMOUR,HOLD BACK THE NIGHT,3
25,03/28/1977,26,JULIE COVINGTON,DON'T CRY FOR ME ARGENTINA,15
26,03/28/1977,27,SUZI QUATRO,TEAR ME APART,5
27,03/28/1977,28,BONNIE TYLER,MORE THAN A LOVER,3
28,03/28/1977,29,LYNSEY DE PAUL AND MIKE MORAN,ROCK BOTTOM,2
29,03/28/1977,30,O.C. SMITH,TOGETHER,2
30,03/28/1977,31,QUEEN,TIE YOUR MOTHER DOWN,3
31,03/28/1977,32,BRYAN FERRY,THIS IS TOMORROW,9
32,03/28/1977,33,GLEN CAMPBELL,SOUTHERN NIGHTS,2
33,03/28/1977,34,DEAD END KIDS,HAVE I THE RIGHT,2
34,03/28/1977,35,DENIECE WILLIAMS,FREE,1
35,03/28/1977,36,ELTON JOHN,CRAZY WATER,6
36,03/28/1977,37,DAVID SOUL,DON'T GIVE UP ON US,16
37,03/28/1977,38,MICHAEL NESMITH,RIO,2
38,03/28/1977,39,DEMIS ROUSSOS,BECAUSE,3
39,03/28/1977,40,THE FATBACK BAND,DOUBLE DUTCH,4
40,03/28/1977,41,THE STYLISTICS,"7,000 DOLLARS AND YOU",2
41,03/28/1977,42,ANDREW GOLD,LONELY BOY,1
42,03/28/1977,43,ELKIE BROOKS,PEARL'S A SINGER,1
43,03/28/1977,44,BARRY WHITE,I'M QUALIFIED TO SATISFY,5
44,03/28/1977,45,JUDGE DREAD,5TH ANNIVERSARY EP,1
45,03/28/1977,46,THE CLASH,WHITE RIOT,1
46,03/28/1977,47,ROSE ROYCE,I WANNA GET NEXT TO YOU,1
47,03/28/1977,48,HAROLD MELVIN AND THE BLUENOTES,REACHING FOR THE WORLD,1
48,03/28/1977,49,BARCLAY JAMES HARVEST,ROCK AND ROLL STAR (LIVE EP),1
49,03/28/1977,50,TYRANNOSAURUS REX,SOUL OF MY SUIT,1
0,03/28/1976,1,BROTHERHOOD OF MAN,SAVE YOUR KISSES FOR ME,4
1,03/28/1976,2,BARRY WHITE,YOU SEE THE TROUBLE WITH ME,5
2,03/28/1976,3,BILLY OCEAN,LOVE REALLY HURTS WITHOUT YOU,7
3,03/28/1976,4,JOHN MILES,MUSIC,3
